PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;voltijd onderwijs;man;12;8;8;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;voltijd onderwijs;vrouw;3;4;3;3;3
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;man;7;2;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;vrouw;3;2;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;man;11;7;4;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;vrouw;2;3;4;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;man;2;1;2;2;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;vrouw;5;3;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;man;5;3;5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;vrouw;4;8;5;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;deeltijd onderwijs;man;2;1;2;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;deeltijd onderwijs;vrouw;3;3;2;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;man;1;0;3;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;vrouw;3;9;10;5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;man;2;1;0;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;vrouw;5;3;3;2;2
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;man;1;4;7;6;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;vrouw;3;7;9;6;2
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;deeltijd onderwijs;man;2;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;deeltijd onderwijs;vrouw;1;0;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;voltijd onderwijs;man;8;4;6;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;voltijd onderwijs;vrouw;4;5;5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;man;5;2;4;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;vrouw;4;6;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;man;13;19;10;8;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;vrouw;6;6;8;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;deeltijd onderwijs;vrouw;0;0;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;vrouw;2;2;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;deeltijd onderwijs;man;0;0;1;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;deeltijd onderwijs;vrouw;4;4;2;6;3
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;voltijd onderwijs;man;0;0;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;voltijd onderwijs;vrouw;10;13;5;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;man;5;5;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;vrouw;4;1;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;man;5;10;11;3;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;vrouw;7;4;1;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;man;3;4;4;4;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;vrouw;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;man;1;2;7;3;2
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;vrouw;0;0;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;man;0;0;0;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;vrouw;5;1;2;3;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;man;3;4;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;vrouw;10;4;3;2;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;man;3;5;2;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;vrouw;0;1;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;man;0;2;2;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;vrouw;0;1;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;deeltijd onderwijs;vrouw;2;0;3;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;voltijd onderwijs;man;0;0;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;voltijd onderwijs;vrouw;2;2;1;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;man;2;0;3;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;vrouw;0;0;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;man;4;4;2;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;vrouw;1;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;man;2;1;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;vrouw;2;4;3;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;man;2;1;1;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;vrouw;3;2;5;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;man;7;3;2;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;vrouw;2;2;3;3;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;man;6;3;5;4;2
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;vrouw;2;5;3;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;man;7;6;1;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;vrouw;2;3;3;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68520;M Leraar Voorbereidend Hoger Onderwijs in Latijnse Taal en Cultuur;voltijd onderwijs;man;0;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68521;M Leraar Voorbereidend Hoger Onderwijs in Arabisch;deeltijd onderwijs;man;0;0;1;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68521;M Leraar Voorbereidend Hoger Onderwijs in Arabisch;deeltijd onderwijs;vrouw;1;1;2;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68521;M Leraar Voorbereidend Hoger Onderwijs in Arabisch;voltijd onderwijs;vrouw;1;0;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68522;M Leraar Voorbereidend Hoger Onderwijs in Italiaans;deeltijd onderwijs;vrouw;1;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68522;M Leraar Voorbereidend Hoger Onderwijs in Italiaans;voltijd onderwijs;vrouw;2;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68523;M Leraar Voorbereidend Hoger Onderwijs in Russisch;voltijd onderwijs;man;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68523;M Leraar Voorbereidend Hoger Onderwijs in Russisch;voltijd onderwijs;vrouw;0;1;1;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;man;0;0;0;4;5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;vrouw;0;0;0;1;5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;voltijd onderwijs;man;0;0;0;5;14
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;voltijd onderwijs;vrouw;0;0;0;4;2
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;deeltijd onderwijs;man;0;0;0;1;3
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;deeltijd onderwijs;vrouw;0;0;0;4;10
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;man;0;0;0;8;11
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;vrouw;0;0;0;17;24
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;man;0;0;0;5;12
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;vrouw;0;0;0;8;19
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;0;0;0;28;32
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;0;0;0;13;14
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68538;M Educatie en Communicatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;0;0;0;5;8
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68538;M Educatie en Communicatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;0;0;0;6;11
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;deeltijd onderwijs;man;1;2;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;deeltijd onderwijs;vrouw;5;3;3;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;voltijd onderwijs;man;5;1;3;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;voltijd onderwijs;vrouw;3;2;4;3;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;man;6;4;3;3;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;vrouw;1;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;man;6;6;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;vrouw;6;2;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;vrouw;2;3;5;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;man;3;2;6;4;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;vrouw;3;2;5;6;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;man;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;vrouw;3;2;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;man;2;1;2;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;vrouw;4;3;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;man;3;0;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;vrouw;9;11;7;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;man;1;0;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;vrouw;1;0;0;0;0
