PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;man;10;5;4;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;vrouw;4;3;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;deeltijd onderwijs;man;1;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;man;5;1;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;vrouw;2;1;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;man;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;vrouw;0;3;5;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;man;5;5;4;3;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;vrouw;7;9;11;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;man;0;0;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;man;1;1;4;3;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;vrouw;3;2;3;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;man;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;vrouw;3;2;1;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;man;3;4;4;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;vrouw;8;10;5;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;man;1;2;1;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;vrouw;1;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;man;0;3;3;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;vrouw;1;5;3;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;man;0;2;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;man;2;4;4;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;vrouw;2;1;2;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;vrouw;2;2;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;vrouw;1;4;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;man;5;3;5;3;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;vrouw;5;6;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;man;13;9;8;6;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;vrouw;4;7;4;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;vrouw;1;2;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;man;1;2;2;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;vrouw;5;3;3;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68520;M Leraar Voorbereidend Hoger Onderwijs in Latijnse Taal en Cultuur;voltijd onderwijs;man;1;0;1;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68520;M Leraar Voorbereidend Hoger Onderwijs in Latijnse Taal en Cultuur;voltijd onderwijs;vrouw;0;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68530;M Leraar Voorbereidend Hoger Onderwijs in de Taalvakken;voltijd onderwijs;man;0;1;3;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68530;M Leraar Voorbereidend Hoger Onderwijs in de Taalvakken;voltijd onderwijs;vrouw;0;3;10;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68532;M Educatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;0;0;2;5;3
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68532;M Educatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;0;0;2;13;10
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;man;0;0;0;2;6
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;vrouw;0;0;0;2;7
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;voltijd onderwijs;man;0;0;0;6;11
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;voltijd onderwijs;vrouw;0;0;0;5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;deeltijd onderwijs;man;0;0;0;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;deeltijd onderwijs;vrouw;0;0;0;1;7
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;man;0;0;0;3;3
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;vrouw;0;0;0;9;11
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;man;0;0;0;2;6
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;vrouw;0;0;0;3;7
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;0;0;0;14;26
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;0;0;0;6;11
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68536;M Educatie in de Taal- en cultuurwetenschappen;voltijd onderwijs;man;0;0;0;5;7
Noord-Holland;0363;Amsterdam;reguliere inst.;postmaster;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68536;M Educatie in de Taal- en cultuurwetenschappen;voltijd onderwijs;vrouw;0;0;0;15;21
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;man;396;375;352;326;385
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;vrouw;221;181;137;142;175
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;man;176;233;241;241;249
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;vrouw;413;510;481;587;559
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56613;B Onderwijskunde;voltijd onderwijs;man;3;3;3;3;1
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56613;B Onderwijskunde;voltijd onderwijs;vrouw;8;6;1;1;0
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;man;70;66;66;68;69
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;vrouw;145;126;146;158;164
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56654;B Management, Society and Technology;voltijd onderwijs;man;168;126;99;103;86
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56654;B Management, Society and Technology;voltijd onderwijs;vrouw;147;115;109;113;109
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gezondheidszorg;n.v.t. (gezondheidszorg);50033;B Klinische Technologie;voltijd onderwijs;man;160;146;143;145;147
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gezondheidszorg;n.v.t. (gezondheidszorg);50033;B Klinische Technologie;voltijd onderwijs;vrouw;231;244;260;278;292
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gezondheidszorg;n.v.t. (gezondheidszorg);56553;B Gezondheidswetenschappen;voltijd onderwijs;man;46;36;41;42;44
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gezondheidszorg;n.v.t. (gezondheidszorg);56553;B Gezondheidswetenschappen;voltijd onderwijs;vrouw;93;72;88;93;100
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;sectoroverstijgend;sectoroverstijgend;50427;B Technology and Liberal Arts & Sciences;voltijd onderwijs;man;53;64;82;77;86
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;sectoroverstijgend;sectoroverstijgend;50427;B Technology and Liberal Arts & Sciences;voltijd onderwijs;vrouw;25;42;45;61;55
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50002;B Advanced Technology;voltijd onderwijs;man;208;201;198;207;189
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50002;B Advanced Technology;voltijd onderwijs;vrouw;40;36;42;40;40
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50447;B Creative Technology;voltijd onderwijs;man;203;206;225;240;258
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50447;B Creative Technology;voltijd onderwijs;vrouw;83;99;122;137;143
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56066;B Business Information Technology;voltijd onderwijs;man;115;108;106;147;165
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56066;B Business Information Technology;voltijd onderwijs;vrouw;11;14;21;35;38
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;man;118;124;127;159;180
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;vrouw;117;129;149;150;186
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56952;B Civiele Techniek;voltijd onderwijs;man;222;240;237;241;252
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56952;B Civiele Techniek;voltijd onderwijs;vrouw;40;48;49;57;54
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;man;225;225;254;263;271
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;vrouw;15;19;23;24;28
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56955;B Industrieel Ontwerpen;voltijd onderwijs;man;211;203;197;220;231
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56955;B Industrieel Ontwerpen;voltijd onderwijs;vrouw;159;147;163;166;200
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;man;149;141;132;138;130
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;vrouw;36;34;29;33;43
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;man;192;200;191;212;203
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;vrouw;32;34;35;38;51
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;man;216;272;327;394;0
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;vrouw;17;24;29;49;0
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;man;75;92;96;111;0
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;vrouw;40;33;40;44;0
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;man;441;424;439;496;576
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;vrouw;28;35;36;53;64
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;man;238;261;300;310;340
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;vrouw;77;85;86;95;95
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);59335;B Technical Computer Science;voltijd onderwijs;man;0;0;0;0;540
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);59335;B Technical Computer Science;voltijd onderwijs;vrouw;0;0;0;0;74
